country,threshold,driver,year,tc_loss_ha
Central African Republic,30,Logging,2003,122
Central African Republic,30,Logging,2004,198
Central African Republic,30,Logging,2005,338
Central African Republic,30,Logging,2006,243
Central African Republic,30,Logging,2007,254
Central African Republic,30,Logging,2008,228
Central African Republic,30,Logging,2009,799
Central African Republic,30,Logging,2010,424
Central African Republic,30,Logging,2011,444
Central African Republic,30,Logging,2012,476
Central African Republic,30,Logging,2013,342
Central African Republic,30,Logging,2014,536
Central African Republic,30,Logging,2015,340
Central African Republic,30,Logging,2016,1019
Central African Republic,30,Logging,2017,1133
Central African Republic,30,Logging,2018,722
Central African Republic,30,Logging,2019,1279
Central African Republic,30,Logging,2020,1101
Central African Republic,30,Logging,2021,1125
Central African Republic,30,Logging,2022,1227
Central African Republic,30,Logging,2023,1011
Central African Republic,30,Logging,2024,1464
Central African Republic,30,Other natural disturbances,2001,40
Central African Republic,30,Other natural disturbances,2002,78
Central African Republic,30,Other natural disturbances,2003,31
Central African Republic,30,Other natural disturbances,2004,20
Central African Republic,30,Other natural disturbances,2005,24
Central African Republic,30,Other natural disturbances,2006,69
Central African Republic,30,Other natural disturbances,2007,15
Central African Republic,30,Other natural disturbances,2008,25
Central African Republic,30,Other natural disturbances,2009,92
Central African Republic,30,Other natural disturbances,2010,95
Central African Republic,30,Other natural disturbances,2011,84
Central African Republic,30,Other natural disturbances,2012,91
Central African Republic,30,Other natural disturbances,2013,35
Central African Republic,30,Other natural disturbances,2014,33
Central African Republic,30,Other natural disturbances,2015,22
Central African Republic,30,Other natural disturbances,2016,36
Central African Republic,30,Other natural disturbances,2017,76
Central African Republic,30,Other natural disturbances,2018,100
Central African Republic,30,Other natural disturbances,2019,56
Central African Republic,30,Other natural disturbances,2020,100
Central African Republic,30,Other natural disturbances,2021,69
Central African Republic,30,Other natural disturbances,2022,49
Central African Republic,30,Other natural disturbances,2023,80
Central African Republic,30,Other natural disturbances,2024,61
Central African Republic,30,Permanent agriculture,2001,16024
Central African Republic,30,Permanent agriculture,2002,18352
Central African Republic,30,Permanent agriculture,2003,5996
Central African Republic,30,Permanent agriculture,2004,7073
Central African Republic,30,Permanent agriculture,2005,17603
Central African Republic,30,Permanent agriculture,2006,37388
Central African Republic,30,Permanent agriculture,2007,22440
Central African Republic,30,Permanent agriculture,2008,20224
Central African Republic,30,Permanent agriculture,2009,27119
Central African Republic,30,Permanent agriculture,2010,29319
Central African Republic,30,Permanent agriculture,2011,29796
Central African Republic,30,Permanent agriculture,2012,34078
Central African Republic,30,Permanent agriculture,2013,23920
Central African Republic,30,Permanent agriculture,2014,34285
Central African Republic,30,Permanent agriculture,2015,16151
Central African Republic,30,Permanent agriculture,2016,19508
Central African Republic,30,Permanent agriculture,2017,33787
Central African Republic,30,Permanent agriculture,2018,22958
Central African Republic,30,Permanent agriculture,2019,26249
Central African Republic,30,Permanent agriculture,2020,27196
Central African Republic,30,Permanent agriculture,2021,30485
Central African Republic,30,Permanent agriculture,2022,26158
Central African Republic,30,Permanent agriculture,2023,25503
Central African Republic,30,Permanent agriculture,2024,33249
Central African Republic,30,Settlements & Infrastructure,2001,125
Central African Republic,30,Settlements & Infrastructure,2002,106
Central African Republic,30,Settlements & Infrastructure,2003,58
Central African Republic,30,Settlements & Infrastructure,2004,30
Central African Republic,30,Settlements & Infrastructure,2005,146
Central African Republic,30,Settlements & Infrastructure,2006,135
Central African Republic,30,Settlements & Infrastructure,2007,242
Central African Republic,30,Settlements & Infrastructure,2008,163
Central African Republic,30,Settlements & Infrastructure,2009,540
Central African Republic,30,Settlements & Infrastructure,2010,667
Central African Republic,30,Settlements & Infrastructure,2011,256
Central African Republic,30,Settlements & Infrastructure,2012,314
Central African Republic,30,Settlements & Infrastructure,2013,152
Central African Republic,30,Settlements & Infrastructure,2014,218
Central African Republic,30,Settlements & Infrastructure,2015,82
Central African Republic,30,Settlements & Infrastructure,2016,97
Central African Republic,30,Settlements & Infrastructure,2017,178
Central African Republic,30,Settlements & Infrastructure,2018,332
Central African Republic,30,Settlements & Infrastructure,2019,156
Central African Republic,30,Settlements & Infrastructure,2020,176
Central African Republic,30,Settlements & Infrastructure,2021,113
Central African Republic,30,Settlements & Infrastructure,2022,153
Central African Republic,30,Settlements & Infrastructure,2023,141
Central African Republic,30,Settlements & Infrastructure,2024,221
Central African Republic,30,Shifting cultivation,2001,12476
Central African Republic,30,Shifting cultivation,2002,12908
Central African Republic,30,Shifting cultivation,2003,6555
Central African Republic,30,Shifting cultivation,2004,6506
Central African Republic,30,Shifting cultivation,2005,9719
Central African Republic,30,Shifting cultivation,2006,18447
Central African Republic,30,Shifting cultivation,2007,13039
Central African Republic,30,Shifting cultivation,2008,10229
Central African Republic,30,Shifting cultivation,2009,17268
Central African Republic,30,Shifting cultivation,2010,16412
Central African Republic,30,Shifting cultivation,2011,16194
Central African Republic,30,Shifting cultivation,2012,19088
Central African Republic,30,Shifting cultivation,2013,17392
Central African Republic,30,Shifting cultivation,2014,20752
Central African Republic,30,Shifting cultivation,2015,10142
Central African Republic,30,Shifting cultivation,2016,21967
Central African Republic,30,Shifting cultivation,2017,26858
Central African Republic,30,Shifting cultivation,2018,15845
Central African Republic,30,Shifting cultivation,2019,20064
Central African Republic,30,Shifting cultivation,2020,24954
Central African Republic,30,Shifting cultivation,2021,32053
Central African Republic,30,Shifting cultivation,2022,21625
Central African Republic,30,Shifting cultivation,2023,24883
Central African Republic,30,Shifting cultivation,2024,24040
Central African Republic,30,Wildfire,2001,85
Central African Republic,30,Wildfire,2002,93
Central African Republic,30,Wildfire,2003,28
Central African Republic,30,Wildfire,2004,70
Central African Republic,30,Wildfire,2005,77
Central African Republic,30,Wildfire,2006,95
Central African Republic,30,Wildfire,2007,103
Central African Republic,30,Wildfire,2008,48
Central African Republic,30,Wildfire,2009,172
Central African Republic,30,Wildfire,2010,116
Central African Republic,30,Wildfire,2011,322
Central African Republic,30,Wildfire,2012,594
Central African Republic,30,Wildfire,2013,218
Central African Republic,30,Wildfire,2014,297
Central African Republic,30,Wildfire,2015,147
Central African Republic,30,Wildfire,2016,8031
Central African Republic,30,Wildfire,2017,1142
Central African Republic,30,Wildfire,2018,305
Central African Republic,30,Wildfire,2019,652
Central African Republic,30,Wildfire,2020,719
Central African Republic,30,Wildfire,2021,2513
Central African Republic,30,Wildfire,2022,892
Central African Republic,30,Wildfire,2023,1079
Central African Republic,30,Wildfire,2024,436
Canada,30,Hard commodities,2001,5714
Canada,30,Hard commodities,2002,7746
Canada,30,Hard commodities,2003,4134
Canada,30,Hard commodities,2004,9748
Canada,30,Hard commodities,2005,10272
Canada,30,Hard commodities,2006,14051
Canada,30,Hard commodities,2007,14669
Canada,30,Hard commodities,2008,14922
Canada,30,Hard commodities,2009,13672
Canada,30,Hard commodities,2010,15882
Canada,30,Hard commodities,2011,15649
Canada,30,Hard commodities,2012,24855
Canada,30,Hard commodities,2013,14513
Canada,30,Hard commodities,2014,15915
Canada,30,Hard commodities,2015,11318
Canada,30,Hard commodities,2016,14540
Canada,30,Hard commodities,2017,13053
Canada,30,Hard commodities,2018,12293
Canada,30,Hard commodities,2019,10551
Canada,30,Hard commodities,2020,11166
Canada,30,Hard commodities,2021,9075
Canada,30,Hard commodities,2022,8181
Canada,30,Hard commodities,2023,6827
Canada,30,Hard commodities,2024,6955
Canada,30,Logging,2001,736627
Canada,30,Logging,2002,794614
Canada,30,Logging,2003,605186
Canada,30,Logging,2004,1047064
Canada,30,Logging,2005,1026316
Canada,30,Logging,2006,945957
Canada,30,Logging,2007,903862
Canada,30,Logging,2008,743120
Canada,30,Logging,2009,653952
Canada,30,Logging,2010,664122
Canada,30,Logging,2011,674815
Canada,30,Logging,2012,807181
Canada,30,Logging,2013,724148
Canada,30,Logging,2014,764169
Canada,30,Logging,2015,769598
Canada,30,Logging,2016,904391
Canada,30,Logging,2017,959095
Canada,30,Logging,2018,886704
Canada,30,Logging,2019,856748
Canada,30,Logging,2020,768123
Canada,30,Logging,2021,847726
Canada,30,Logging,2022,808092
Canada,30,Logging,2023,745858
Canada,30,Logging,2024,658489
Canada,30,Other natural disturbances,2001,24557
Canada,30,Other natural disturbances,2002,71805
Canada,30,Other natural disturbances,2003,18742
Canada,30,Other natural disturbances,2004,41280
Canada,30,Other natural disturbances,2005,49212
Canada,30,Other natural disturbances,2006,62981
Canada,30,Other natural disturbances,2007,67154
Canada,30,Other natural disturbances,2008,50857
Canada,30,Other natural disturbances,2009,43634
Canada,30,Other natural disturbances,2010,48183
Canada,30,Other natural disturbances,2011,41646
Canada,30,Other natural disturbances,2012,73037
Canada,30,Other natural disturbances,2013,24804
Canada,30,Other natural disturbances,2014,37007
Canada,30,Other natural disturbances,2015,14883
Canada,30,Other natural disturbances,2016,21151
Canada,30,Other natural disturbances,2017,51389
Canada,30,Other natural disturbances,2018,19195
Canada,30,Other natural disturbances,2019,22962
Canada,30,Other natural disturbances,2020,39841
Canada,30,Other natural disturbances,2021,22771
Canada,30,Other natural disturbances,2022,12301
Canada,30,Other natural disturbances,2023,12155
Canada,30,Other natural disturbances,2024,41654
Canada,30,Permanent agriculture,2001,13764
Canada,30,Permanent agriculture,2002,13312
Canada,30,Permanent agriculture,2003,10057
Canada,30,Permanent agriculture,2004,18115
Canada,30,Permanent agriculture,2005,16571
Canada,30,Permanent agriculture,2006,18994
Canada,30,Permanent agriculture,2007,11554
Canada,30,Permanent agriculture,2008,12930
Canada,30,Permanent agriculture,2009,13977
Canada,30,Permanent agriculture,2010,13084
Canada,30,Permanent agriculture,2011,12342
Canada,30,Permanent agriculture,2012,27374
Canada,30,Permanent agriculture,2013,12332
Canada,30,Permanent agriculture,2014,18638
Canada,30,Permanent agriculture,2015,19895
Canada,30,Permanent agriculture,2016,29657
Canada,30,Permanent agriculture,2017,25082
Canada,30,Permanent agriculture,2018,23398
Canada,30,Permanent agriculture,2019,17769
Canada,30,Permanent agriculture,2020,15166
Canada,30,Permanent agriculture,2021,17693
Canada,30,Permanent agriculture,2022,11504
Canada,30,Permanent agriculture,2023,10316
Canada,30,Permanent agriculture,2024,12629
Canada,30,Settlements & Infrastructure,2001,5101
Canada,30,Settlements & Infrastructure,2002,5771
Canada,30,Settlements & Infrastructure,2003,4824
Canada,30,Settlements & Infrastructure,2004,9535
Canada,30,Settlements & Infrastructure,2005,8876
Canada,30,Settlements & Infrastructure,2006,9594
Canada,30,Settlements & Infrastructure,2007,8799
Canada,30,Settlements & Infrastructure,2008,7898
Canada,30,Settlements & Infrastructure,2009,7071
Canada,30,Settlements & Infrastructure,2010,7393
Canada,30,Settlements & Infrastructure,2011,5111
Canada,30,Settlements & Infrastructure,2012,7728
Canada,30,Settlements & Infrastructure,2013,4304
Canada,30,Settlements & Infrastructure,2014,5951
Canada,30,Settlements & Infrastructure,2015,4466
Canada,30,Settlements & Infrastructure,2016,7254
Canada,30,Settlements & Infrastructure,2017,7314
Canada,30,Settlements & Infrastructure,2018,6454
Canada,30,Settlements & Infrastructure,2019,5498
Canada,30,Settlements & Infrastructure,2020,5603
Canada,30,Settlements & Infrastructure,2021,6574
Canada,30,Settlements & Infrastructure,2022,6808
Canada,30,Settlements & Infrastructure,2023,4870
Canada,30,Settlements & Infrastructure,2024,4706
Canada,30,Wildfire,2001,562661
Canada,30,Wildfire,2002,1412630
Canada,30,Wildfire,2003,960025
Canada,30,Wildfire,2004,1571287
Canada,30,Wildfire,2005,1802264
Canada,30,Wildfire,2006,1346099
Canada,30,Wildfire,2007,1104224
Canada,30,Wildfire,2008,1110830
Canada,30,Wildfire,2009,810645
Canada,30,Wildfire,2010,1346574
Canada,30,Wildfire,2011,1402294
Canada,30,Wildfire,2012,1589862
Canada,30,Wildfire,2013,2014389
Canada,30,Wildfire,2014,1792949
Canada,30,Wildfire,2015,1909631
Canada,30,Wildfire,2016,1102924
Canada,30,Wildfire,2017,1501145
Canada,30,Wildfire,2018,1192115
Canada,30,Wildfire,2019,1258382
Canada,30,Wildfire,2020,351274
Canada,30,Wildfire,2021,1618428
Canada,30,Wildfire,2022,1450840
Canada,30,Wildfire,2023,7789588
Canada,30,Wildfire,2024,4440485
Switzerland,30,Hard commodities,2001,2
Switzerland,30,Hard commodities,2002,3
Switzerland,30,Hard commodities,2003,7
Switzerland,30,Hard commodities,2004,9
Switzerland,30,Hard commodities,2005,8
Switzerland,30,Hard commodities,2006,8
Switzerland,30,Hard commodities,2007,10
Switzerland,30,Hard commodities,2008,10
Switzerland,30,Hard commodities,2009,12
Switzerland,30,Hard commodities,2010,3
Switzerland,30,Hard commodities,2011,5
Switzerland,30,Hard commodities,2012,3
Switzerland,30,Hard commodities,2013,8
Switzerland,30,Hard commodities,2014,13
Switzerland,30,Hard commodities,2015,7
Switzerland,30,Hard commodities,2016,12
Switzerland,30,Hard commodities,2017,7
Switzerland,30,Hard commodities,2018,8
Switzerland,30,Hard commodities,2019,14
Switzerland,30,Hard commodities,2020,6
Switzerland,30,Hard commodities,2021,6
Switzerland,30,Hard commodities,2022,4
Switzerland,30,Hard commodities,2023,7
Switzerland,30,Hard commodities,2024,8
Switzerland,30,Logging,2001,993
Switzerland,30,Logging,2002,751
Switzerland,30,Logging,2003,329
Switzerland,30,Logging,2004,3174
Switzerland,30,Logging,2005,2079
Switzerland,30,Logging,2006,1736
Switzerland,30,Logging,2007,1599
Switzerland,30,Logging,2008,2103
Switzerland,30,Logging,2009,1943
Switzerland,30,Logging,2010,1415
Switzerland,30,Logging,2011,1668
Switzerland,30,Logging,2012,1243
Switzerland,30,Logging,2013,618
Switzerland,30,Logging,2014,1235
Switzerland,30,Logging,2015,665
Switzerland,30,Logging,2016,1416
Switzerland,30,Logging,2017,2099
Switzerland,30,Logging,2018,2716
Switzerland,30,Logging,2019,2843
Switzerland,30,Logging,2020,3539
Switzerland,30,Logging,2021,3111
Switzerland,30,Logging,2022,1795
Switzerland,30,Logging,2023,2750
Switzerland,30,Logging,2024,3553
Switzerland,30,Other natural disturbances,2001,22
Switzerland,30,Other natural disturbances,2002,23
Switzerland,30,Other natural disturbances,2003,19
Switzerland,30,Other natural disturbances,2004,83
Switzerland,30,Other natural disturbances,2005,32
Switzerland,30,Other natural disturbances,2006,51
Switzerland,30,Other natural disturbances,2007,41
Switzerland,30,Other natural disturbances,2008,57
Switzerland,30,Other natural disturbances,2009,68
Switzerland,30,Other natural disturbances,2010,77
Switzerland,30,Other natural disturbances,2011,47
Switzerland,30,Other natural disturbances,2012,60
Switzerland,30,Other natural disturbances,2013,45
Switzerland,30,Other natural disturbances,2014,79
Switzerland,30,Other natural disturbances,2015,23
Switzerland,30,Other natural disturbances,2016,82
Switzerland,30,Other natural disturbances,2017,172
Switzerland,30,Other natural disturbances,2018,186
Switzerland,30,Other natural disturbances,2019,390
Switzerland,30,Other natural disturbances,2020,157
Switzerland,30,Other natural disturbances,2021,166
Switzerland,30,Other natural disturbances,2022,50
Switzerland,30,Other natural disturbances,2023,172
Switzerland,30,Other natural disturbances,2024,349
Switzerland,30,Permanent agriculture,2001,4
Switzerland,30,Permanent agriculture,2002,7
Switzerland,30,Permanent agriculture,2003,12
Switzerland,30,Permanent agriculture,2004,26
Switzerland,30,Permanent agriculture,2005,7
Switzerland,30,Permanent agriculture,2006,13
Switzerland,30,Permanent agriculture,2007,17
Switzerland,30,Permanent agriculture,2008,18
Switzerland,30,Permanent agriculture,2009,14
Switzerland,30,Permanent agriculture,2010,18
Switzerland,30,Permanent agriculture,2011,18
Switzerland,30,Permanent agriculture,2012,18
Switzerland,30,Permanent agriculture,2013,13
Switzerland,30,Permanent agriculture,2014,12
Switzerland,30,Permanent agriculture,2015,8
Switzerland,30,Permanent agriculture,2016,14
Switzerland,30,Permanent agriculture,2017,22
Switzerland,30,Permanent agriculture,2018,15
Switzerland,30,Permanent agriculture,2019,20
Switzerland,30,Permanent agriculture,2020,7
Switzerland,30,Permanent agriculture,2021,3
Switzerland,30,Permanent agriculture,2022,2
Switzerland,30,Permanent agriculture,2023,4
Switzerland,30,Permanent agriculture,2024,5
Switzerland,30,Settlements & Infrastructure,2001,47
Switzerland,30,Settlements & Infrastructure,2002,39
Switzerland,30,Settlements & Infrastructure,2003,32
Switzerland,30,Settlements & Infrastructure,2004,133
Switzerland,30,Settlements & Infrastructure,2005,98
Switzerland,30,Settlements & Infrastructure,2006,160
Switzerland,30,Settlements & Infrastructure,2007,98
Switzerland,30,Settlements & Infrastructure,2008,129
Switzerland,30,Settlements & Infrastructure,2009,136
Switzerland,30,Settlements & Infrastructure,2010,128
Switzerland,30,Settlements & Infrastructure,2011,80
Switzerland,30,Settlements & Infrastructure,2012,101
Switzerland,30,Settlements & Infrastructure,2013,58
Switzerland,30,Settlements & Infrastructure,2014,73
Switzerland,30,Settlements & Infrastructure,2015,41
Switzerland,30,Settlements & Infrastructure,2016,102
Switzerland,30,Settlements & Infrastructure,2017,118
Switzerland,30,Settlements & Infrastructure,2018,143
Switzerland,30,Settlements & Infrastructure,2019,184
Switzerland,30,Settlements & Infrastructure,2020,148
Switzerland,30,Settlements & Infrastructure,2021,84
Switzerland,30,Settlements & Infrastructure,2022,70
Switzerland,30,Settlements & Infrastructure,2023,114
Switzerland,30,Settlements & Infrastructure,2024,203
Switzerland,30,Wildfire,2001,1
Switzerland,30,Wildfire,2002,9
Switzerland,30,Wildfire,2003,2
Switzerland,30,Wildfire,2004,230
Switzerland,30,Wildfire,2005,0
Switzerland,30,Wildfire,2006,0
Switzerland,30,Wildfire,2007,7
Switzerland,30,Wildfire,2008,0
Switzerland,30,Wildfire,2009,1
Switzerland,30,Wildfire,2010,3
Switzerland,30,Wildfire,2011,40
Switzerland,30,Wildfire,2012,3
Switzerland,30,Wildfire,2013,0
Switzerland,30,Wildfire,2014,1
Switzerland,30,Wildfire,2015,0
Switzerland,30,Wildfire,2016,0
Switzerland,30,Wildfire,2017,3
Switzerland,30,Wildfire,2018,6
Switzerland,30,Wildfire,2019,1
Switzerland,30,Wildfire,2020,1
Switzerland,30,Wildfire,2021,7
Switzerland,30,Wildfire,2022,8
Switzerland,30,Wildfire,2023,25
Switzerland,30,Wildfire,2024,10
Chile,30,Hard commodities,2001,6
Chile,30,Hard commodities,2002,31
Chile,30,Hard commodities,2003,21
Chile,30,Hard commodities,2004,22
Chile,30,Hard commodities,2005,120
Chile,30,Hard commodities,2006,46
Chile,30,Hard commodities,2007,80
Chile,30,Hard commodities,2008,95
Chile,30,Hard commodities,2009,120
Chile,30,Hard commodities,2010,128
Chile,30,Hard commodities,2011,89
Chile,30,Hard commodities,2012,55
Chile,30,Hard commodities,2013,28
Chile,30,Hard commodities,2014,62
Chile,30,Hard commodities,2015,45
Chile,30,Hard commodities,2016,16
Chile,30,Hard commodities,2017,85
Chile,30,Hard commodities,2018,48
Chile,30,Hard commodities,2019,49
Chile,30,Hard commodities,2020,49
Chile,30,Hard commodities,2021,36
Chile,30,Hard commodities,2022,53
Chile,30,Hard commodities,2023,27
Chile,30,Hard commodities,2024,26
Chile,30,Logging,2001,64659
Chile,30,Logging,2002,64052
Chile,30,Logging,2003,71654
Chile,30,Logging,2004,75421
Chile,30,Logging,2005,92871
Chile,30,Logging,2006,81803
Chile,30,Logging,2007,104457
Chile,30,Logging,2008,97313
Chile,30,Logging,2009,74183
Chile,30,Logging,2010,77867
Chile,30,Logging,2011,84118
Chile,30,Logging,2012,115840
Chile,30,Logging,2013,91513
Chile,30,Logging,2014,100340
Chile,30,Logging,2015,88740
Chile,30,Logging,2016,101138
Chile,30,Logging,2017,143261
Chile,30,Logging,2018,70584
Chile,30,Logging,2019,68539
Chile,30,Logging,2020,54019
Chile,30,Logging,2021,61416
Chile,30,Logging,2022,56943
Chile,30,Logging,2023,72912
Chile,30,Logging,2024,37401
Chile,30,Other natural disturbances,2001,1275
Chile,30,Other natural disturbances,2002,1243
Chile,30,Other natural disturbances,2003,2858
Chile,30,Other natural disturbances,2004,2930
Chile,30,Other natural disturbances,2005,1993
Chile,30,Other natural disturbances,2006,2093
Chile,30,Other natural disturbances,2007,3998
Chile,30,Other natural disturbances,2008,4939
Chile,30,Other natural disturbances,2009,2332
Chile,30,Other natural disturbances,2010,2285
Chile,30,Other natural disturbances,2011,2819
Chile,30,Other natural disturbances,2012,10357
Chile,30,Other natural disturbances,2013,1980
Chile,30,Other natural disturbances,2014,1606
Chile,30,Other natural disturbances,2015,1366
Chile,30,Other natural disturbances,2016,880
Chile,30,Other natural disturbances,2017,1016
Chile,30,Other natural disturbances,2018,1042
Chile,30,Other natural disturbances,2019,985
Chile,30,Other natural disturbances,2020,1015
Chile,30,Other natural disturbances,2021,976
Chile,30,Other natural disturbances,2022,930
Chile,30,Other natural disturbances,2023,1157
Chile,30,Other natural disturbances,2024,1030
Chile,30,Permanent agriculture,2001,3588
Chile,30,Permanent agriculture,2002,2312
Chile,30,Permanent agriculture,2003,3741
Chile,30,Permanent agriculture,2004,2729
Chile,30,Permanent agriculture,2005,4425
Chile,30,Permanent agriculture,2006,2442
Chile,30,Permanent agriculture,2007,6326
Chile,30,Permanent agriculture,2008,6040
Chile,30,Permanent agriculture,2009,2388
Chile,30,Permanent agriculture,2010,3342
Chile,30,Permanent agriculture,2011,3412
Chile,30,Permanent agriculture,2012,5909
Chile,30,Permanent agriculture,2013,4972
Chile,30,Permanent agriculture,2014,5995
Chile,30,Permanent agriculture,2015,3736
Chile,30,Permanent agriculture,2016,4203
Chile,30,Permanent agriculture,2017,5110
Chile,30,Permanent agriculture,2018,2222
Chile,30,Permanent agriculture,2019,2182
Chile,30,Permanent agriculture,2020,2177
Chile,30,Permanent agriculture,2021,3093
Chile,30,Permanent agriculture,2022,3124
Chile,30,Permanent agriculture,2023,2306
Chile,30,Permanent agriculture,2024,1715
Chile,30,Settlements & Infrastructure,2001,159
Chile,30,Settlements & Infrastructure,2002,183
Chile,30,Settlements & Infrastructure,2003,224
Chile,30,Settlements & Infrastructure,2004,289
Chile,30,Settlements & Infrastructure,2005,515
Chile,30,Settlements & Infrastructure,2006,273
Chile,30,Settlements & Infrastructure,2007,464
Chile,30,Settlements & Infrastructure,2008,522
Chile,30,Settlements & Infrastructure,2009,245
Chile,30,Settlements & Infrastructure,2010,301
Chile,30,Settlements & Infrastructure,2011,198
Chile,30,Settlements & Infrastructure,2012,322
Chile,30,Settlements & Infrastructure,2013,362
Chile,30,Settlements & Infrastructure,2014,282
Chile,30,Settlements & Infrastructure,2015,482
Chile,30,Settlements & Infrastructure,2016,519
Chile,30,Settlements & Infrastructure,2017,560
Chile,30,Settlements & Infrastructure,2018,271
Chile,30,Settlements & Infrastructure,2019,289
Chile,30,Settlements & Infrastructure,2020,242
Chile,30,Settlements & Infrastructure,2021,455
Chile,30,Settlements & Infrastructure,2022,518
Chile,30,Settlements & Infrastructure,2023,281
Chile,30,Settlements & Infrastructure,2024,234
Chile,30,Shifting cultivation,2001,1
Chile,30,Shifting cultivation,2002,0
Chile,30,Shifting cultivation,2003,34
Chile,30,Shifting cultivation,2004,6
Chile,30,Shifting cultivation,2005,2
Chile,30,Shifting cultivation,2006,13
Chile,30,Shifting cultivation,2007,0
Chile,30,Shifting cultivation,2008,8
Chile,30,Shifting cultivation,2009,1
Chile,30,Shifting cultivation,2010,3
Chile,30,Shifting cultivation,2011,1
Chile,30,Shifting cultivation,2012,3
Chile,30,Shifting cultivation,2013,0
Chile,30,Shifting cultivation,2014,3
Chile,30,Shifting cultivation,2015,0
Chile,30,Shifting cultivation,2016,0
Chile,30,Shifting cultivation,2017,2
Chile,30,Shifting cultivation,2018,0
Chile,30,Shifting cultivation,2019,1
Chile,30,Shifting cultivation,2020,0
Chile,30,Wildfire,2001,2525
Chile,30,Wildfire,2002,9839
Chile,30,Wildfire,2003,3590
Chile,30,Wildfire,2004,3562
Chile,30,Wildfire,2005,6201
Chile,30,Wildfire,2006,4701
Chile,30,Wildfire,2007,5440
Chile,30,Wildfire,2008,13211
Chile,30,Wildfire,2009,8774
Chile,30,Wildfire,2010,6897
Chile,30,Wildfire,2011,7850
Chile,30,Wildfire,2012,40706
Chile,30,Wildfire,2013,2759
Chile,30,Wildfire,2014,10543
Chile,30,Wildfire,2015,11587
Chile,30,Wildfire,2016,6908
Chile,30,Wildfire,2017,64479
Chile,30,Wildfire,2018,2616
Chile,30,Wildfire,2019,6564
Chile,30,Wildfire,2020,12912
Chile,30,Wildfire,2021,5479
Chile,30,Wildfire,2022,6211
Chile,30,Wildfire,2023,30602
Chile,30,Wildfire,2024,7199
China,30,Hard commodities,2001,2646
China,30,Hard commodities,2002,3212
China,30,Hard commodities,2003,2767
China,30,Hard commodities,2004,6569
China,30,Hard commodities,2005,5870
China,30,Hard commodities,2006,7618
China,30,Hard commodities,2007,9367
China,30,Hard commodities,2008,11282
China,30,Hard commodities,2009,11554
China,30,Hard commodities,2010,11565
China,30,Hard commodities,2011,12501
China,30,Hard commodities,2012,15181
China,30,Hard commodities,2013,8342
China,30,Hard commodities,2014,11166
China,30,Hard commodities,2015,8051
China,30,Hard commodities,2016,14210
China,30,Hard commodities,2017,17303
China,30,Hard commodities,2018,15883
China,30,Hard commodities,2019,18912
China,30,Hard commodities,2020,18113
China,30,Hard commodities,2021,18011
China,30,Hard commodities,2022,19291
China,30,Hard commodities,2023,24762
China,30,Hard commodities,2024,23570
China,30,Logging,2001,164335
China,30,Logging,2002,171335
China,30,Logging,2003,148631
China,30,Logging,2004,338395
China,30,Logging,2005,287528
China,30,Logging,2006,386915
China,30,Logging,2007,505733
China,30,Logging,2008,580682
China,30,Logging,2009,438489
China,30,Logging,2010,466992
China,30,Logging,2011,466276
China,30,Logging,2012,457261
China,30,Logging,2013,360659
China,30,Logging,2014,430705
China,30,Logging,2015,402189
China,30,Logging,2016,568597
China,30,Logging,2017,482567
China,30,Logging,2018,436878
China,30,Logging,2019,360981
China,30,Logging,2020,309768
China,30,Logging,2021,427196
China,30,Logging,2022,502854
China,30,Logging,2023,466149
China,30,Logging,2024,510779
China,30,Other natural disturbances,2001,2105
China,30,Other natural disturbances,2002,2429
China,30,Other natural disturbances,2003,1409
China,30,Other natural disturbances,2004,2840
China,30,Other natural disturbances,2005,2661
China,30,Other natural disturbances,2006,2967
China,30,Other natural disturbances,2007,4170
China,30,Other natural disturbances,2008,18232
China,30,Other natural disturbances,2009,6150
China,30,Other natural disturbances,2010,4262
China,30,Other natural disturbances,2011,3828
China,30,Other natural disturbances,2012,3887
China,30,Other natural disturbances,2013,1602
China,30,Other natural disturbances,2014,1667
China,30,Other natural disturbances,2015,1001
China,30,Other natural disturbances,2016,2583
China,30,Other natural disturbances,2017,3900
China,30,Other natural disturbances,2018,3486
China,30,Other natural disturbances,2019,5189
China,30,Other natural disturbances,2020,3440
China,30,Other natural disturbances,2021,3113
China,30,Other natural disturbances,2022,2979
China,30,Other natural disturbances,2023,3166
China,30,Other natural disturbances,2024,2367
China,30,Permanent agriculture,2001,23895
China,30,Permanent agriculture,2002,27899
China,30,Permanent agriculture,2003,26170
China,30,Permanent agriculture,2004,40395
China,30,Permanent agriculture,2005,38050
China,30,Permanent agriculture,2006,49653
China,30,Permanent agriculture,2007,65263
China,30,Permanent agriculture,2008,53393
China,30,Permanent agriculture,2009,70205
China,30,Permanent agriculture,2010,69367
China,30,Permanent agriculture,2011,61983
China,30,Permanent agriculture,2012,75165
China,30,Permanent agriculture,2013,38243
China,30,Permanent agriculture,2014,50461
China,30,Permanent agriculture,2015,48553
China,30,Permanent agriculture,2016,73946
China,30,Permanent agriculture,2017,69430
China,30,Permanent agriculture,2018,55920
China,30,Permanent agriculture,2019,43601
China,30,Permanent agriculture,2020,35205
China,30,Permanent agriculture,2021,36692
China,30,Permanent agriculture,2022,42747
China,30,Permanent agriculture,2023,48494
China,30,Permanent agriculture,2024,61995
